ability_id,name,ability_type,formula_hex,formula_text,elements,inflict_statuses,route,mechanism,readiness,risk,candidate_action_kind,candidate_damage_type,candidate_avoidance_policy,candidate_status_category,candidate_side_effect_policy,metadata_certainty,metadata_open_fields,rationale
376,Echo Herbs,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.
377,Maiden's Kiss,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.
378,Gold Needle,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.
379,Holy Water,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.
380,Remedy,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.
381,Phoenix Down,Item,,,,,item_command,item_external_dispatch,formula-map-required,high,item_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Item command records dispatch through item/Z/inventory data rather than this ability Formula field.
382,Throw Shuriken,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
383,Throw Daggers,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
384,Throw Swords,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
385,Throw Flails,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
386,Throw Katana,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
387,Throw Ninja Blades,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
388,Throw Axes,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
389,Throw Polearms,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
390,Throw Poles,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
391,Throw Knight's Swords,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
392,Throw Books,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
393,Throw Bombs,Throwing,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
394,Horizontal Jump +1,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
395,Horizontal Jump +2,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
396,Horizontal Jump +3,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
397,Horizontal Jump +4,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
398,Horizontal Jump +7,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
399,Vertical Jump ±2,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
400,Vertical Jump ±3,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
401,Vertical Jump ±4,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
402,Vertical Jump ±5,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
403,Vertical Jump ±6,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
404,Vertical Jump ±7,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
405,Vertical Jump ±8,Jumping,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
406,Aim +1,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
407,Aim +2,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
408,Aim +3,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
409,Aim +4,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
410,Aim +5,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
411,Aim +7,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
412,Aim +10,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
413,Aim +20,Charging,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
414,Target CT,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
415,Target Level,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
416,Target EXP,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
417,Target Elevation,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
418,Prime,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
419,Multiple of 5,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
420,Multiple of 4,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
421,Multiple of 3,Arithmetick,,,,,command_meta,hardcoded_command_dispatch,data-authoring,medium,command_dispatch,none,none,none,external_or_data_dispatch,candidate-complete,,Throw/Jump/Charge/Arithmetick record is command metadata; executed action math lives elsewhere.
422,Strength Surge,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
423,Magick Surge,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
424,Speed Surge,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
425,Vanish,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
426,Vigilance,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
427,Dragonheart,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
428,Regenerate,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
429,Bravery Surge,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
430,Faith Surge,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
431,Critical: Recover HP,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
432,Critical: Recover MP,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
433,Critical: Quick,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
434,Bonecrusher,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
435,Magick Counter,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
436,Counter Tackle,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
437,Nature's Wrath,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
438,Absorb MP,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
439,Gil Snapper,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
440,MARKED FOR DELETION - REPORT IF DISPLAYED Reflect,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
441,Auto-Potion,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
442,Counter,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
443,<Unknown>  ,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
444,Cup of Life,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
445,Mana Shield,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
446,Soulbind,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
447,Parry,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
448,Earplugs,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
449,Reflexes,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
450,Sticky Fingers,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
451,Shirahadori,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
452,Archer's Bane,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
453,First Strike,Reaction,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
454,Equip Heavy Armor,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
455,Equip Shields,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
456,Equip Swords,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
457,Equip Katana,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
458,Equip Crossbows,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
459,Equip Polearms,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
460,Equip Axes,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
461,Equip Guns,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
462,Halve MP,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
463,JP Boost,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
464,EXP Boost,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
465,Attack Boost,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
466,Defense Boost,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
467,Magick Boost,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
468,Magick Defense Boost,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
469,Concentration,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
470,Tame,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
471,Poach,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
472,Brawler,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
473,Beast Tongue,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
474,Throw Items,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
475,Safeguard,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
476,Doublehand,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
477,Dual Wield,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
478,Beastmaster,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
479,Evasive Stance,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
480,Reequip,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
481,<Unknown>   ,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
482,Swiftspell,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
483,A483,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
484,HP Boost,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
485,Vehemence,Support,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
486,Movement +1,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
487,Movement +2,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
488,Movement +3,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
489,Jump +1,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
490,Jump +2,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
491,Jump +3,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
492,Ignore Elevation,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
493,Lifefont,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
494,Manafont,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
495,Accrue EXP,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
496,Accrue JP,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
497,Cannot Enter Water,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
498,Teleport,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
499,Master Teleportation,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
500,Ignore Weather,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
501,Ignore Terrain,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
502,Waterwalking,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
503,Swim,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
504,Lavawalking,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
505,Waterbreathing,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
506,Levitate,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
507,Fly,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
508,A508,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
509,Treasure Hunter,Movement,,,,,passive,data_ability,data-authoring,low,passive,none,none,none,external_or_data_dispatch,candidate-complete,,Passive ability has no action Formula; behavior is equipped/innate data or hardcoded support logic.
510,<Unknown>    ,Blank,,,,,reserved_or_unknown,no_formula,reverse-engineering,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,Blank Formula with no recognized passive/command type requires record-specific inspection.
511,<Unknown>     ,Blank,,,,,reserved_or_unknown,no_formula,reverse-engineering,high,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,Blank Formula with no recognized passive/command type requires record-specific inspection.
