ability_id,name,ability_type,formula_hex,formula_text,elements,inflict_statuses,route,mechanism,readiness,risk,candidate_action_kind,candidate_damage_type,candidate_avoidance_policy,candidate_status_category,candidate_side_effect_policy,metadata_certainty,metadata_open_fields,metadata_basis,rationale,metadata_blocking_scope,metadata_next_gate
81,Kiyomori,Normal,0x22,"Hit_(100%) Status NE //MayDisplay""Broken""",,Protect|Shell,status_or_buff,dcl_status_control,surface-ready,medium,special_control,none,none,none,one_hit_guard,candidate-complete,,job-decision:samurai-support-iaido,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
82,Muramasa,Normal,0x20,"Dmg_(MA*Y) NE //MayDisplay""Broken""",,Confusion|DeathSentence,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,physical_damage,swing,physical_contest_then_status_contest,magical,managed_status_rider,candidate-complete,,job-decision:samurai-curse-iaido,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
83,Kiku-ichimonji,Normal,0x20,"Dmg_(MA*Y) NE //MayDisplay""Broken""",,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,physical_damage,swing,physical_contest,none,none_or_catalog_visuals,candidate-complete,,job-decision:samurai-damage-iaido,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
84,Masamune,Normal,0x22,"Hit_(100%) Status NE //MayDisplay""Broken""",,Regen|Haste,status_or_buff,dcl_status_control,surface-ready,medium,status_control,none,none,none,status_and_ct_transaction,candidate-complete,,job-decision:samurai-support-iaido,"Status/buff output is writable, but each status needs authored offense/resistance/duration policy.",closed,candidate metadata complete; approval remains a separate job/human gate
85,Chirijiraden,Normal,0x20,"Dmg_(MA*Y) NE //MayDisplay""Broken""",,,noncanonical_magic_or_hybrid_damage,explicit_damage_rule,formula-map-required,high,physical_damage,swing,physical_contest,none,none_or_catalog_visuals,candidate-complete,,job-decision:samurai-damage-iaido,Non-Faith MA or PA/MA hybrid damage needs an ability-level DCL identity decision.,closed,candidate metadata complete; approval remains a separate job/human gate
86,Seraph Song,Normal,0x1C,Hit_(X)% NS NE,,,song_or_dance,periodic_action_state,native-periodic-preserved,medium,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,formula-and-catalog,"Native Performing state retains exact action identity, schedules ordinary result application, and owns cleanup; DCL can rewrite each staged tick without replacing cadence.",design,author the open per-ability identity/policy on an already known or preserved surface
87,Life's Anthem,Normal,0x1C,Hit_(X)% NS NE,,,song_or_dance,periodic_action_state,native-periodic-preserved,medium,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,formula-and-catalog,"Native Performing state retains exact action identity, schedules ordinary result application, and owns cleanup; DCL can rewrite each staged tick without replacing cadence.",design,author the open per-ability identity/policy on an already known or preserved surface
88,Rousing Melody,Normal,0x1C,Hit_(X)% NS NE,,,song_or_dance,periodic_action_state,native-periodic-preserved,medium,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,formula-and-catalog,"Native Performing state retains exact action identity, schedules ordinary result application, and owns cleanup; DCL can rewrite each staged tick without replacing cadence.",design,author the open per-ability identity/policy on an already known or preserved surface
89,Battle Chant,Normal,0x1C,Hit_(X)% NS NE,,,song_or_dance,periodic_action_state,native-periodic-preserved,medium,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,formula-and-catalog,"Native Performing state retains exact action identity, schedules ordinary result application, and owns cleanup; DCL can rewrite each staged tick without replacing cadence.",design,author the open per-ability identity/policy on an already known or preserved surface
90,Magickal Refrain,Normal,0x1C,Hit_(X)% NS NE,,,song_or_dance,periodic_action_state,native-periodic-preserved,medium,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,formula-and-catalog,"Native Performing state retains exact action identity, schedules ordinary result application, and owns cleanup; DCL can rewrite each staged tick without replacing cadence.",design,author the open per-ability identity/policy on an already known or preserved surface
91,Nameless Song,Normal,0x1C,Hit_(X)% NS NE,,Reraise|Regen|Protect|Shell|Haste,song_or_dance,periodic_action_state,native-periodic-preserved,medium,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,formula-and-catalog,"Native Performing state retains exact action identity, schedules ordinary result application, and owns cleanup; DCL can rewrite each staged tick without replacing cadence.",design,author the open per-ability identity/policy on an already known or preserved surface
92,Finale,Normal,0x1C,Hit_(X)% NS NE,,,song_or_dance,periodic_action_state,native-periodic-preserved,medium,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,formula-and-catalog,"Native Performing state retains exact action identity, schedules ordinary result application, and owns cleanup; DCL can rewrite each staged tick without replacing cadence.",design,author the open per-ability identity/policy on an already known or preserved surface
93,Witch Hunt,Normal,0x1D,Hit_(X)% NS NE,,,song_or_dance,periodic_action_state,native-periodic-preserved,medium,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,formula-and-catalog,"Native Performing state retains exact action identity, schedules ordinary result application, and owns cleanup; DCL can rewrite each staged tick without replacing cadence.",design,author the open per-ability identity/policy on an already known or preserved surface
94,Mincing Minuet,Normal,0x1D,Hit_(X)% NS NE,,,song_or_dance,periodic_action_state,native-periodic-preserved,medium,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,formula-and-catalog,"Native Performing state retains exact action identity, schedules ordinary result application, and owns cleanup; DCL can rewrite each staged tick without replacing cadence.",design,author the open per-ability identity/policy on an already known or preserved surface
95,Slow Dance,Normal,0x1D,Hit_(X)% NS NE,,,song_or_dance,periodic_action_state,native-periodic-preserved,medium,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,formula-and-catalog,"Native Performing state retains exact action identity, schedules ordinary result application, and owns cleanup; DCL can rewrite each staged tick without replacing cadence.",design,author the open per-ability identity/policy on an already known or preserved surface
96,Polka,Normal,0x1D,Hit_(X)% NS NE,,,song_or_dance,periodic_action_state,native-periodic-preserved,medium,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,formula-and-catalog,"Native Performing state retains exact action identity, schedules ordinary result application, and owns cleanup; DCL can rewrite each staged tick without replacing cadence.",design,author the open per-ability identity/policy on an already known or preserved surface
97,Heathen Frolic,Normal,0x1D,Hit_(X)% NS NE,,,song_or_dance,periodic_action_state,native-periodic-preserved,medium,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,formula-and-catalog,"Native Performing state retains exact action identity, schedules ordinary result application, and owns cleanup; DCL can rewrite each staged tick without replacing cadence.",design,author the open per-ability identity/policy on an already known or preserved surface
98,Forbidden Dance,Normal,0x1D,Hit_(X)% NS NE,,Darkness|Confusion|Silence|Frog|Poison|Slow|Stop|Sleep,song_or_dance,periodic_action_state,native-periodic-preserved,medium,special_or_hybrid_open,none,ability_authored_open,magical+mental+physical,special_handler_open,authoring-open,action_kind|avoidance_policy|status_category|side_effect_policy,formula-and-catalog,"Native Performing state retains exact action identity, schedules ordinary result application, and owns cleanup; DCL can rewrite each staged tick without replacing cadence.",design,author the open per-ability identity/policy on an already known or preserved surface
99,Last Waltz,Normal,0x1D,Hit_(X)% NS NE,,,song_or_dance,periodic_action_state,native-periodic-preserved,medium,special_or_hybrid_open,none,ability_authored_open,none,special_handler_open,authoring-open,action_kind|avoidance_policy|side_effect_policy,formula-and-catalog,"Native Performing state retains exact action identity, schedules ordinary result application, and owns cleanup; DCL can rewrite each staged tick without replacing cadence.",design,author the open per-ability identity/policy on an already known or preserved surface
100,Cyclone,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
101,Pummel,Normal,0x32,Dmg_(Rdm(1..X)*(PA*3+Y)/2) NS PE,,,multihit_physical,dcl_physical_multistrike,authoring-required,high,physical_damage,ability_physical_open,physical_contest,none,managed_multistrike,authoring-open,damage_type,formula-and-catalog,Native Pummel multiplies one staged HP debit by Rdm(1..X); DCL needs a managed strike loop for per-strike hit and Guard depletion plus an authored once-per-action reaction policy.,design,author the open per-ability identity/policy on an already known or preserved surface
102,Aurablast,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
103,Shockwave,Normal,0x31,Dmg_((PA+Y)/2*PA) PE,Earth,,physical_ability_damage,dcl_physical,formula-map-required,medium,physical_damage,ability_physical_open,physical_contest,none,none_or_catalog_visuals,authoring-open,damage_type,formula-and-catalog,"Sword/monk/knockback damage can use the physical spine after type, wmod, reach, and rider authoring.",design,author the open per-ability identity/policy on an already known or preserved surface
104,Doom Fist,Normal,0x50,Hit_(MA+X)% Status PE,,DeathSentence,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,status_contest,magical,managed_status_commit,candidate-complete,,formula-and-catalog,Physical status skills route to the DCL status contest with authored base-HP or other resistance.,closed,candidate metadata complete; approval remains a separate job/human gate
105,Purification,Normal,0x33,Hit_(PA+X)% Status NE,,Petrify|Darkness|Confusion|Silence|Berserk|Frog|Poison|Sleep|DontMove|DontAct,physical_status,dcl_status_contest,surface-ready,medium,status_control,none,none,none,managed_status_commit,candidate-complete,,formula-and-catalog,Physical status skills route to the DCL status contest with authored base-HP or other resistance.,closed,candidate metadata complete; approval remains a separate job/human gate
106,Chakra,Normal,0x34,Heal_(PA*Y) HealMP_(PA*Y/2) NS NE,,,hp_mp_healing,dcl_hp_mp_channels,surface-ready,medium,healing,none,none,none,managed_resource_commit,candidate-complete,,formula-and-catalog,Dual HP/MP restoration channels are proven; Chakra needs an authored non-Faith amount rule.,closed,candidate metadata complete; approval remains a separate job/human gate
107,Revive,Normal,0x35,Heal_(Y)% Hit_(PA+X)% Status NE,,Dead,revive_or_percent_heal,explicit_healing_rule,authoring-required,high,healing,none,none,none,managed_resource_commit,candidate-complete,,formula-and-catalog,Raise/revive percent healing has KO and hit semantics outside ordinary healing.,closed,candidate metadata complete; approval remains a separate job/human gate
